"","fishing_class","Closure_ID","REG_NAME","fishing_hours","geometry"
"1","drifting_longlines","VME_GFCM_1","Fisheries Restricted Area (GFCM)",38.778888885,c(33.65, 33.75, 33.75, 33.7, 33.55, 33.55, 33.35, 33.65, 33.6, 33.5, 33.55, 33.6, 33.6, 33.65, 33.7, 33.65, 33.65, 33.75, 31.65, 31.65, 31.7, 31.65, 31.75, 31.7, 31.9, 31.9, 31.9, 31.85, 31.8, 31.8, 31.75, 31.75, 31.75, 31.8, 31.85, 31.75)
"2","fishing","VME_GFCM_4","Essential Fish Habitats",153.373333329,c(4.35, 4.35, 4.35, 4.35, 4.35, 4.35, 4.35, 4.65, 4.7, 4.7, 4.65, 4.6, 4.6, 4.55, 4.5, 4.5, 4.55, 4.4, 4.45, 4.45, 4.4, 4.4, 4.4, 4.45, 4.45, 4.5, 4.55, 4.55, 4.5, 4.55, 4.5, 4.45, 4.4, 4.4, 4.45, 4.4, 4.55, 4.5, 4.5, 4.55, 4.6, 4.6, 4.7, 4.65, 4.65, 4.7, 4.7, 4.65, 4.65, 4.6, 4.6, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.85, 4.85, 4.8, 4.8, 4.75, 4.75, 4.75, 4.8, 4.75, 4.8, 4.85, 4.85, 4.9, 4.95, 4.9, 4.95, 5, 5, 5, 5, 4.95, 4.9, 4.9, 4.95, 4.95, 4.9, 5, 5, 4.9, 4.95, 4.9, 4.85, 4.8, 4.75, 4.75, 4.8, 
42.95, 43, 42.9, 42.8, 42.85, 42.75, 42.7, 42.7, 42.7, 42.75, 42.75, 42.7, 42.75, 42.75, 42.75, 42.7, 42.7, 42.7, 42.7, 42.75, 42.75, 42.8, 42.85, 42.85, 42.8, 42.8, 42.8, 42.85, 42.85, 42.9, 42.9, 42.9, 42.9, 42.95, 43, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.9, 42.85, 42.9, 42.9, 42.85, 42.8, 42.8, 42.8, 42.8, 42.8, 42.8, 42.85, 42.9, 42.9, 42.85, 42.85, 42.9, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.85, 42.9, 42.9, 42.9, 42.85, 42.85, 42.8, 42.8, 
42.8, 42.75, 42.7, 42.75, 42.75, 42.7, 42.75, 42.75, 42.7, 42.7)
"3","set_gillnets","VME_GFCM_4","Essential Fish Habitats",9.524166667,c(4.35, 4.5, 4.45, 4.4, 4.45, 4.65, 4.6, 4.85, 5, 4.9, 42.95, 42.9, 42.9, 42.95, 43, 42.85, 42.85, 42.8, 42.75, 42.75)
"4","set_longlines","VME_GFCM_4","Essential Fish Habitats",1555.739999996,c(4.35, 4.35, 4.35, 4.35, 4.35, 4.35, 4.7, 4.7, 4.65, 4.6, 4.6, 4.55, 4.5, 4.5, 4.55, 4.4, 4.45, 4.45, 4.4, 4.4, 4.4, 4.45, 4.45, 4.5, 4.55, 4.55, 4.5, 4.55, 4.5, 4.45, 4.4, 4.4, 4.45, 4.45, 4.4, 4.5, 4.5, 4.55, 4.6, 4.65, 4.7, 4.7, 4.7, 4.65, 4.65, 4.6, 4.6, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.85, 4.8, 4.8, 4.75, 4.75, 4.75, 4.8, 4.85, 4.85, 4.9, 4.95, 4.9, 4.95, 5, 5, 5, 4.95, 4.9, 4.9, 4.95, 5, 4.9, 4.75, 4.8, 43, 42.9, 42.8, 42.85, 42.75, 42.7, 42.7, 42.75, 42.75, 42.7, 42.75, 42.75, 42.75, 42.7, 
42.7, 42.7, 42.7, 42.75, 42.75, 42.8, 42.85, 42.85, 42.8, 42.8, 42.8, 42.85, 42.85, 42.9, 42.9, 42.9, 42.9, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.95, 42.95, 42.95, 42.9, 42.85, 42.85, 42.9, 42.9, 42.85, 42.8, 42.8, 42.8, 42.8, 42.8, 42.85, 42.9, 42.9, 42.85, 42.85, 42.9, 42.95, 42.95, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.9, 42.9, 42.9, 42.85, 42.85, 42.75, 42.75, 42.7, 42.7)
"5","trawlers","VME_GFCM_4","Essential Fish Habitats",15883.063055943,c(4.35, 4.35, 4.35, 4.35, 4.35, 4.35, 4.35, 4.7, 4.6, 4.6, 4.55, 4.5, 4.5, 4.55, 4.4, 4.45, 4.45, 4.4, 4.4, 4.4, 4.45, 4.45, 4.5, 4.55, 4.5, 4.55, 4.5, 4.45, 4.4, 4.4, 4.45, 4.45, 4.4, 4.55, 4.5, 4.5, 4.55, 4.6, 4.6, 4.7, 4.65, 4.65, 4.7, 4.7, 4.7, 4.65, 4.65, 4.6, 4.6, 4.6, 4.65, 4.7, 4.75, 4.85, 4.85, 4.8, 4.8, 4.75, 4.75, 4.75, 4.8, 4.75, 4.8, 4.85, 4.85, 4.9, 4.95, 4.9, 4.95, 5, 5, 5, 5, 4.95, 4.9, 4.9, 4.95, 42.95, 43, 42.9, 42.8, 42.85, 42.75, 42.7, 42.75, 42.7, 42.75, 42.75, 42.75, 42.7, 42.7, 
42.7, 42.7, 42.75, 42.75, 42.8, 42.85, 42.85, 42.8, 42.8, 42.8, 42.85, 42.9, 42.9, 42.9, 42.9, 42.95, 42.95, 43, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.9, 42.85, 42.85, 42.9, 42.9, 42.85, 42.8, 42.8, 42.8, 42.8, 42.85, 42.9, 42.9, 42.85, 42.85, 42.9, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.85, 42.9, 42.9, 42.9, 42.85, 42.85)
"6","tuna_purse_seines","VME_GFCM_4","Essential Fish Habitats",26.081944445,c(4.35, 4.35, 4.35, 4.35, 4.5, 4.45, 4.45, 4.4, 4.45, 4.6, 4.7, 4.65, 4.65, 4.7, 4.8, 4.75, 4.8, 4.85, 4.85, 4.9, 4.95, 4.9, 4.95, 5, 5, 5, 5, 4.95, 4.9, 4.95, 42.95, 43, 42.8, 42.85, 42.7, 42.7, 42.75, 42.8, 43, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.95, 42.95, 43, 43, 43, 42.95, 42.85, 42.9, 42.9, 42.9, 42.8)
